NHPDPropertyID,PropertyName,PropertyAddress,City,State,Zip,CBSACode,CBSAType,County,CountyCode,CensusTract,CongressionalDistrict,Latitude,Longitude,PropertyStatus,ActiveSubsidies,TotalInconclusiveSubsidies,TotalInactiveSubsidies,TotalUnits,EarliestStartDate,EarliestEndDate,LatestEndDate,Owner,OwnerType,ManagerName,ManagerType,HUDPropertyID,ReacScore1,ReacScore1Date,ReacScore2,ReacScore2Date,ReacScore3,ReacScore3Date,StudioOneBedroomUnits,TwoBedroomUnits,ThreePlusBedroomUnits,PercentofELIHouseholds,TargetTenantType,FairMarketRent_2BR,EarliestConstructionDate,LatestConstructionDate,OccupancyRate,AverageMonthsOfTenancy,NumberActiveSection8,NumberInconclusiveSection8,NumberInactiveSection8,S8_1_ID,S8_1_Status,S8_1_ProgramName,S8_1_RenewalStatus,S8_1_StartDate,S8_1_EndDate,S8_1_AssistedUnits,S8_1_RentToFMR,S8_1_InacStatusDesc,S8_2_ID,S8_2_Status,S8_2_ProgramName,S8_2_RenewalStatus,S8_2_StartDate,S8_2_EndDate,S8_2_AssistedUnits,S8_2_RentToFMR,S8_2_InacStatusDesc,NumberActiveSection202,NumberInconclusiveSection202,NumberInactiveSection202,S202_1_ID,S202_1_Status,S202_1_ProgramName,S202_1_StartDate,S202_1_EndDate,S202_1_AssistedUnits,S202_1_PrincipalBalance,S202_1_InacStatusDesc,S202_2_ID,S202_2_Status,S202_2_ProgramName,S202_2_StartDate,S202_2_EndDate,S202_2_AssistedUnits,S202_2_PrincipalBalance,S202_2_InacStatusDesc,NumberActiveSection236,NumberInconclusiveSection236,NumberInactiveSection236,S236_1_ID,S236_1_Status,S236_1_ProgramName,S236_1_StartDate,S236_1_EndDate,S236_1_AssistedUnits,S236_1_InacStatusDesc,S236_2_ID,S236_2_Status,S236_2_ProgramName,S236_2_StartDate,S236_2_EndDate,S236_2_AssistedUnits,S236_2_InacStatusDesc,NumberActiveHUDInsured,NumberInconclusiveHUDInsured,NumberInactiveHud,FHA_1_ID,FHA_1_Status,FHA_1_ProgramName,FHA_1_StartDate,FHA_1_EndDate,FHA_1_AssistedUnits,FHA_1_PrincipalBalance,FHA_1_InacStatusDesc,FHA_2_ID,FHA_2_Status,FHA_2_ProgramName,FHA_2_StartDate,FHA_2_EndDate,FHA_2_AssistedUnits,FHA_2_PrincipalBalance,FHA_2_InacStatusDesc,NumberActiveLihtc,NumberInconclusiveLihtc,NumberInactiveLihtc,LIHTC_1_ID,LIHTC_1_Status,LIHTC_1_ProgramName,LIHTC_1_StartDate,LIHTC_1_EndDate,LIHTC_1_AssistedUnits,LIHTC_1_ConstructionType,LIHTC_1_InacStatusDesc,LIHTC_2_ID,LIHTC_2_Status,LIHTC_2_ProgramName,LIHTC_2_StartDate,LIHTC_2_EndDate,LIHTC_2_AssistedUnits,LIHTC_2_ConstructionType,LIHTC_2_InacStatusDesc,NumberActiveSection515,NumberInconclusiveSection515,NumberInactiveSection515,RHS515_1_ID,RHS515_1_Status,RHS515_1_ProgramName,RHS515_1_StartDate,RHS515_1_EndDate,RHS515_1_AssistedUnits,RHS515_1_PrincipalBalance,RHS515_1_InacStatusDesc,RHS515_2_ID,RHS515_2_Status,RHS515_2_ProgramName,RHS515_2_StartDate,RHS515_2_EndDate,RHS515_2_AssistedUnits,RHS515_2_PrincipalBalance,RHS515_2_InacStatusDesc,NumberActiveSection538,NumberInconclusiveSection538,NumberInactiveSection538,RHS538_1_ID,RHS538_1_Status,RHS538_1_ProgramName,RHS538_1_StartDate,RHS538_1_EndDate,RHS538_1_AssistedUnits,RHS538_1_PrincipalBalance,RHS538_1_InacStatusDesc,RHS538_2_ID,RHS538_2_Status,RHS538_2_ProgramName,RHS538_2_StartDate,RHS538_2_EndDate,RHS538_2_AssistedUnits,RHS538_2_PrincipalBalance,RHS538_2_InacStatusDesc,NumberActiveHome,NumberInconclusiveHome,NumberInactiveHome,HOME_1_ID,HOME_1_Status,HOME_1_ProgramName,HOME_1_StartDate,HOME_1_EndDate,HOME_1_AssistedUnits,HOME_1_ConstructionType,HOME_1_InacStatusDesc,HOME_2_ID,HOME_2_Status,HOME_2_ProgramName,HOME_2_StartDate,HOME_2_EndDate,HOME_2_AssistedUnits,HOME_2_ConstructionType,HOME_2_InacStatusDesc,NumberActivePublicHousing,NumberInconclusivePublicHousing,NumberInactivePublicHousing,PH_1_ID,PH_1_Status,PH_1_ProgramName,PH_1_StartDate,PH_1_EndDate,PH_1_AssistedUnits,PH_1_InacStatusDesc,PH_1_PhaCode,PH_2_ID,PH_2_Status,PH_2_ProgramName,PH_2_StartDate,PH_2_EndDate,PH_2_AssistedUnits,PH_2_InacStatusDesc,PH_2_PhaCode,NumberActiveState,NumberInconclusiveState,NumberInactiveState,State_1_ID,State_1_Status,State_1_ProgramName,State_1_StartDate,State_1_EndDate,State_1_AssistedUnits,State_1_InacStatusDesc,State_1_ConstructionType,State_2_ID,State_2_Status,State_2_ProgramName,State_2_StartDate,State_2_EndDate,State_2_AssistedUnits,State_2_InacStatusDesc,State_2_ConstructionType,NumberActivePBV,NumberInconclusivePBV,NumberInactivePBV,Pbv_1_Status,Pbv_1_ProgramName,Pbv_1_AssistedUnits,Pbv_2_Status,Pbv_2_ProgramName,Pbv_2_AssistedUnits,NumberActiveMR,NumberInconclusiveMR,NumberInactiveMR,Mr_1_Status,Mr_1_ProgramName,Mr_1_AssistedUnits,Mr_2_Status,Mr_2_ProgramName,Mr_2_AssistedUnits,OldNHPDPropertyID
1014871,VILLA SAN DIMAS,249 S Acacia St,San Dimas,CA,91773-2961,31080,Metropolitan Statistical Area,Los Angeles,06037,06037401311,32,34.11,-118,Active,1,1,1,50,7/1/1981,6/1/2021,11/30/2024,VILLA SAN DIMAS,Profit Motivated,GK MANAGEMENT CO INC,Profit Motivated,800002718,91c,10/12/2018,97b*,4/14/2014,97b*,4/11/2014,0,16,34,56,Family,2580,1/1/1979,1/1/1979,96,169,1,0,0,CA160044026,Active,Sec 8 NC,1a: Mark-Up-To-Market Eligibility,12/1/2019,11/30/2024,50,89.86,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,1,1,12235482,Inconclusive,221(D)(3) MKT RATE MODERATE INC/ DISP F,7/1/1981,6/1/2021,50,,Terminated Mortgage,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,
1014875,FREDERICK DOUGLAS HAYNES,1049 Golden Gate Ave,San Francisco,CA,94115-4802,41860,Metropolitan Statistical Area,San Francisco,06075,06075016100,12,38,-122,Active,1,0,1,104,12/1/1974,6/30/2040,6/30/2040,FD HAYNES APTS LP,Profit Motivated,HUMANGOOD AFFORDABLE HOUSING,Non-Profit,800001538,80c*,6/13/2019,83c,6/5/2015,83c,6/4/2015,19,33,32,88,Family,3860,1/1/1971,1/1/1971,60,235,1,0,0,CA39M000246,Active,LMSA,1b: Discretionary Authority Eligibility Mark-Up-To-Market,7/1/2020,6/30/2040,84,82.64,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,
1014877,BUCHANAN PARK APARTMENTS,1150 Webster St,San Francisco,CA,94115-4268,41860,Metropolitan Statistical Area,San Francisco,06075,06075016100,12,38,-122,Active,2,0,1,68,9/1/1976,1/31/2035,1/1/2070,BUCHANNAN PARK EAH LP,Profit Motivated,EAH INC,Non-Profit,800001138,85c*,8/30/2019,96b,10/13/2016,96b,10/6/2016,24,24,20,90,Family,3860,1/1/1974,1/1/1974,95,220,1,0,0,CA39M000220,Active,LMSA,5b: Request Contract Renewal for a Preservation Project,2/1/2015,1/31/2035,62,59.33,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,1,0,0,CAA20151007,Active,4% Tax Credit,1/1/2015,1/1/2070,63,Acquisition and Rehab,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,
1014879,ROYAL ADAH ARMS,1240 Fillmore St,San Francisco,CA,94115-4160,41860,Metropolitan Statistical Area,San Francisco,06075,06075016100,12,38,-122,Active,1,0,1,142,4/1/1975,5/31/2041,5/31/2041,THELMA ARMS INC,Non-Profit,JOHN STEWART COMPANY,Profit Motivated,800002340,86b,8/27/2018,89c,12/2/2014,89c,12/1/2014,142,0,0,99,Elderly,3860,1/1/1973,1/1/1973,90,148,1,0,0,CA39M000260,Active,LMSA,1b: Discretionary Authority Eligibility Mark-Up-To-Market,6/1/2021,5/31/2041,142,109.77,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,
1014881,WESTERN PARK APARTMENTS,1280 Laguna St,San Francisco,CA,94115-4275,41860,Metropolitan Statistical Area,San Francisco,06075,06075015900,12,38,-122,Active,2,0,1,183,3/1/1972,12/31/2034,1/1/2069,WESTERN PARK APTS LP,Profit Motivated,SEQUOIA LIVING INC,Non-Profit,800002792,76b,9/12/2019,76c,10/11/2018,94c,6/25/2015,174,8,0,93,Elderly,3860,1/1/1969,1/1/1969,100,171,1,0,0,CA39M000262,Active,LMSA,1b: Discretionary Authority Eligibility Mark-Up-To-Market,1/1/2015,12/31/2034,114,107.92,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,1,0,0,CAA20142006,Active,4% Tax Credit,1/1/2014,1/1/2069,182,Acquisition and Rehab,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,
1014883,PARK SUNSET,1353 7th Ave,San Francisco,CA,94122-2563,41860,Metropolitan Statistical Area,San Francisco,06075,06075030202,12,38,-122,Active,2,0,1,30,7/1/1974,10/31/2035,1/1/2071,PARK SUNSET COMMUNITY PARTNERS LP,Profit Motivated,FPI MANAGEMENT INC,Profit Motivated,800002149,97b,9/16/2019,97a,11/2/2016,97a,10/27/2016,30,0,0,100,Elderly,3490,1/1/1972,1/1/1972,98,116,1,0,0,CA39L000077,Active,LMSA,1b: Discretionary Authority Eligibility Mark-Up-To-Market,11/1/2015,10/31/2035,29,119.46,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,1,0,0,CAA2016059,Active,4% Tax Credit,1/1/2016,1/1/2071,29,Acquisition and Rehab,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,
1014885,GLENRIDGE APARTMENTS,137 Addison St,San Francisco,CA,94131-2622,41860,Metropolitan Statistical Area,San Francisco,06075,06075021700,12,38,-122,Active,1,0,4,275,3/1/1969,3/31/2036,3/31/2036,GLENRIDGE APTS RESIDENTS COUNCIL INC,Non-Profit,BARCELON ASSOCIATES MANAGEMENT CORPORATION,Profit Motivated,800001569,91b*,9/24/2015,91b*,9/23/2015,78c*,6/9/2013,50,78,81,88,Family,3760,1/1/1965,1/1/1965,82,301,1,0,0,CA39L000124,Active,LMSA,2: Request Renewal Without Restructuring at or Below Comparable Rents,4/1/2016,3/31/2036,209,85.19,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,
1014889,CASA DE LA RAZA,90 Bartlett St,SAN FRANCISCO,CA,94110-2453,41860,Metropolitan Statistical Area,San Francisco,06075,06075020800,12,38,-122,Active,1,0,1,51,7/1/1986,7/31/2022,7/31/2022,CASA DE LA RAZA INC,Non-Profit,HOUSING DEVELOPMENT & NEIGHBORHOOD PRESERVATION C,Profit Motivated,800001186,81c,8/13/2019,92b,2/22/2016,92b,2/19/2016,8,33,10,79,Family,3010,1/1/1984,1/1/1984,98,266,1,0,0,CA390085002,Active,Sec 8 NC,2: Request Renewal Without Restructuring at or Below Comparable Rents,8/1/2017,7/31/2022,51,62.33,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,
1014893,LAS CASAS APARTMENTS,816 E Grand Ave,San Gabriel,CA,91776-2738,31080,Metropolitan Statistical Area,Los Angeles,06037,06037481402,27,34.09,-118,Active,1,0,1,14,11/1/1971,3/31/2030,3/31/2030,LAS CASAS TENANTS ASSOCIATION DBA LAS CASAS APTS,Non-Profit,AMERICAN REAL PROPERTY MANAGEMENT INC,Profit Motivated,800001812,99a*,10/23/2019,97c*,7/11/2016,97c*,6/21/2016,0,2,0,,Family,2020,1/1/1969,1/1/1969,,,1,0,0,CA16M000324,Active,LMSA,2: Request Renewal Without Restructuring at or Below Comparable Rents,4/1/2010,3/31/2030,2,31.63,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,
1017177,DEVONSHIRE APARTMENTS,1431 Wescott Rd,Colusa,CA,95932-3125,,,Colusa,06011,06011000200,03,39,-122,Active,1,0,2,30,8/1/1972,3/31/2040,3/31/2040,COLUSA DEVONSHIRE LP,Profit Motivated,BUCKINGHAM PROPERTY MANAGEMENT,Profit Motivated,800001397,99b,8/23/2018,89a,7/17/2015,89a,6/29/2015,9,10,4,73,Family,966,1/1/1969,1/1/1969,95,78,1,0,0,CA30M000857,Active,Preservation,2: Request Renewal Without Restructuring at or Below Comparable Rents,4/1/2020,3/31/2040,23,95.57,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,
1017178,GRACE + LAUGHTER APARTMENTS,1051 N Eaton Ave,Dinuba,CA,93618-3062,47300,Metropolitan Statistical Area,Tulare,06107,06107000402,22,37,-119,Active,3,0,1,40,7/1/1975,12/31/2038,1/1/2074,GAL AFFORDABLE LP,Profit Motivated,MBS PROPERTY MANAGEMENT,Profit Motivated,800001584,94a,10/25/2018,95b,8/12/2014,95b,8/8/2014,40,0,0,88,Elderly,910,1/1/1973,1/1/1973,97,116,1,0,0,CA39L000053,Active,LMSA,1a: Mark-Up-To-Market Eligibility,1/1/2019,12/31/2038,40,129.61,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,1,0,0,CAA2019012,Active,4% and 9% Tax Credit,1/1/2019,1/1/2074,39,Acquisition and Rehab,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,1,0,0,,Active,RHS 538,5/29/2020,5/29/2060,40,2500000,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,
1017181,SUNNYSIDE VILLAS APARTMENTS,5271 E Kings Canyon Rd,Fresno,CA,93727-4064,23420,Metropolitan Statistical Area,Fresno,06019,06019003003,16,37,-120,Active,3,0,1,74,10/1/1974,2/28/2041,1/1/2073,KINGS CANYON HOUSING LP,Profit Motivated,THOMAS SAFRAN & ASSOCIATES INC,Profit Motivated,800001749,81c*,5/20/2016,81c*,5/19/2016,83c*,3/21/2014,8,48,18,85,Family,1040,1/1/1972,1/1/1972,100,77,1,0,0,CA39M000354,Active,LMSA,1b: Discretionary Authority Eligibility Mark-Up-To-Market,3/1/2021,2/28/2041,65,123.04,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,1,0,1,12135967,Active,221(D)(4) MKT RATE MOD INC/ DISP FAMS,5/1/2019,4/1/2059,74,6746705,,,,,,,,,,1,0,0,CAA20181046,Active,4% and 9% Tax Credit,1/1/2018,1/1/2073,73,Acquisition and Rehab,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,
1017182,BUDLONG APARTMENTS,11015 S Budlong Ave,Los Angeles,CA,90044-1565,31080,Metropolitan Statistical Area,Los Angeles,06037,06037600303,43,33.93,-118,Active,1,0,1,20,7/1/1976,11/30/2021,11/30/2021,WILLIAM LITTLE,Limited Dividend,AMERICAN REAL PROPERTY MANAGEMENT INC,Profit Motivated,800001141,95b,11/4/2010,95b,10/6/2010,66b*,9/25/2009,0,20,0,88,Family,1770,1/1/1972,1/1/1972,84,104,1,0,0,CA16L000147,Active,LMSA,1a: Mark-Up-To-Market Eligibility,6/1/2021,11/30/2021,20,62.43,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,
1017184,LEASTER APARTMENTS,1422 Miramar St,Los Angeles,CA,90026-6054,31080,Metropolitan Statistical Area,Los Angeles,06037,06037208302,34,34.06,-118,Active,2,0,1,84,12/1/1972,3/31/2036,3/31/2036,LEASTER APTS LP,Profit Motivated,GENESSY MANAGEMENT AND DEVELOPMENT LLC (GMD),Profit Motivated,800001983,78c,1/22/2019,94b*,9/10/2015,94b*,9/9/2015,44,4,0,94,Family,1980,1/1/1970,1/1/1970,99,126,2,0,0,CA162869201,Active,202/8 NC,2: Request Renewal Without Restructuring at or Below Comparable Rents,4/1/2016,3/31/2036,35,75.51,,CA16L000019,Active,LMSA,5b: Request Contract Renewal for a Preservation Project,4/1/2016,3/31/2036,48,75.89,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,
1017190,PRINCESS APARTMENTS,1648 N Kingsley Dr,Los Angeles,CA,90027-5067,31080,Metropolitan Statistical Area,Los Angeles,06037,06037190520,28,34.10,-118,Active,1,0,1,58,12/1/1975,3/31/2037,3/31/2037,PRINCESS AFFORDABLE APTS LP,Profit Motivated,AMERICAN REAL PROPERTY MANAGEMENT INC,Profit Motivated,800002253,90c,12/19/2018,91c,5/14/2015,91c,5/13/2015,58,0,0,95,Family,2410,1/1/1972,1/1/1972,98,154,1,0,0,CA16L000032,Active,LMSA,1a: Mark-Up-To-Market Eligibility,4/1/2017,3/31/2037,58,91.26,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,
1017194,OXFORD PARK,1920 S Oxford Ave,Los Angeles,CA,90018-1549,31080,Metropolitan Statistical Area,Los Angeles,06037,06037221402,34,34.04,-118,Active,1,0,3,109,5/1/1972,3/31/2024,3/31/2024,OXFORD PARK APTS,Profit Motivated,GK MANAGEMENT CO INC,Profit Motivated,800002108,99a,10/16/2019,95b,6/10/2016,95b,6/8/2016,108,0,0,99,Elderly,1810,1/1/1968,1/1/1968,100,115,1,0,0,CA16M000208,Active,Preservation,1a: Mark-Up-To-Market Eligibility,4/1/2019,3/31/2024,108,97.19,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,
1017197,DUDLEY OAKS,2119 Oak St,Los Angeles,CA,90007-1912,31080,Metropolitan Statistical Area,Los Angeles,06037,06037224410,37,34.03,-118,Active,2,0,2,20,5/1/1972,2/28/2037,3/1/2058,DUDLEY OAKS APTS LP,Profit Motivated,THOMAS SAFRAN & ASSOCIATES INC,Profit Motivated,800001425,80b,3/8/2016,80b,12/12/2012,94a,12/5/2012,5,15,0,84,Family,1860,1/1/1974,1/1/1974,95,217,1,0,0,CA16L000081,Active,Preservation,1a: Mark-Up-To-Market Eligibility,3/1/2017,2/28/2037,20,113.93,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,1,0,2,12235731,Active,221(D)(4) MKT RATE MOD INC/ DISP FAMS,4/1/2018,3/1/2058,20,4858124,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,
1017198,MCA #3 APARTMENTS,3940 Gibraltar Ave,Los Angeles,CA,90008-1265,31080,Metropolitan Statistical Area,Los Angeles,06037,06037236202,37,34.02,-118,Active,1,1,0,20,2/1/1984,1/1/2024,4/30/2024,3940 GIBRALTAR AVENUE LLC,Profit Motivated,LEVINE MANAGEMENT GROUP INC,Profit Motivated,800001936,81c*,3/2/2020,62c*,9/17/2018,71c*,2/22/2017,12,8,0,88,Family,1780,1/1/1980,1/1/1980,85,86,1,0,0,CA16E000024,Active,PD/8 Existing,1a: Mark-Up-To-Market Eligibility,5/1/2019,4/30/2024,20,104.35,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,1,0,12235487,Inconclusive,221(D)(3) MKT RATE MODERATE INC/ DISP F,2/1/1984,1/1/2024,20,,Terminated Mortgage,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,
1017203,THE GROVES,700 E Mountain St,Pasadena,CA,91104-4569,31080,Metropolitan Statistical Area,Los Angeles,06037,06037462100,27,34.16,-118,Active,2,0,1,44,9/1/1974,10/31/2035,1/1/2071,EAST MOUNTAIN HOUSING ASSOCIATES LP,Profit Motivated,CONAM MANAGEMENT CORPORATION,Profit Motivated,800002070,97c,2/25/2020,60c*,10/24/2018,75c,4/14/2017,14,30,0,85,Family,2140,1/1/1970,1/1/1970,92,120,1,0,0,CA16M000341,Active,LMSA,2: Request Renewal Without Restructuring at or Below Comparable Rents,11/1/2015,10/31/2035,44,109.70,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,1,0,0,CAA2016078,Active,4% Tax Credit,1/1/2016,1/1/2071,42,Acquisition and Rehab,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,
1017210,2301 C STREET,2301 C St,Sacramento,CA,95816-3057,40900,Metropolitan Statistical Area,Sacramento,06067,06067000400,06,39,-121,Active,1,0,1,16,12/1/1972,4/30/2023,4/30/2023,KWOK YING LEE AND WING LAR LEE FAMILY TRUST,Profit Motivated,DOMUS MANAGEMENT COMPANY,Profit Motivated,800002888,70c*,10/3/2019,83b*,6/9/2017,83b*,6/8/2017,13,3,0,79,Family,1700,1/1/1970,1/1/1970,93,111,1,0,0,CA30M000862,Active,Preservation,5b: Request Contract Renewal for a Preservation Project,5/1/2018,4/30/2023,16,63.20,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,
